,authors,English Title,Japanese Title,Link,Year
612,"佐々木建昭 (SASAKI,TATEAKI )",Formula Manipulation and Its Applications to Mathematical Studies ,数式処理と数学研究への応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/612.html,1987
613,"伊理正夫 (IRI,MASAO )",Numerical Algorithms for Supercomputers ,スーパーコンピュータのための数値計算アルゴリズムの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/613.html,1987
614,"山口昌哉 (YAMAGUTI,MASAYA )",Fractals and Related Topics ,フラクタルと関連話題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/614.html,1987
615,"梶原毅 (KAJIWARA,TSUYOSHI )",Unitary Representation of Group of not-I-Type ,非Ｉ型群のユニタリー表現論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/615.html,1987
616,"足立正久 (ADACHI,MASAHISA )",Geometry of Moduli Spaces and 4-Dimensional Manifolds ,Ｍｏｄｕｌｉ空間の幾何と４次元多様体 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/616.html,1987
617,"伊原信一郎 (IHARA,SHINICHIRO )",Automorphic Forms and Related Topics ,保型形式とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/617.html,1987
618,"後藤英一 (GOTO,EIICHI )",Mathematical Methods in Software Science and Engineering ,ソフトウェア科学・工学における数理的方法 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/618.html,1987
619,"泉屋周一 (IZUMIYA,SHUICHI )",Singularities of C INFINITY -Maps and Contact Geometry ,Ｃ∞−写像の特異点と接触幾何学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/619.html,1987
620,"金信泰造 (KANENOBU,TAIZO )",Theory of Knots Concerning 2 Dimensional Knot ,２次元結び目を中心とした結び目理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/620.html,1987
621,"渡辺敬一 (WATANABE,KEIICHI )",Study of Graded Rings and Filtration on a Commutative Ring ,Ｇｒａｄｅｄ　Ｒｉｎｇｓと可換環上のＦｉｌｔｒａｔｉｏｎの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/621.html,1987
622,"富山淳 (TOMIYAMA,JUN )",Non-Commutative Differential Structure in Operator Ring and Its Applications ,作用素環における非可換微分構造とその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/622.html,1987
623,"赤平昌文 (AKAHIRA,MASAFUMI )",Study of Statistical Estimation ,統計的推定論の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/623.html,1987
624,"落合豊行 (OCHIAI,MITSUYUKI )",Geometry and Algebra of Low Dimensional Topology ,低次元トポロジーの幾何と代数 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/624.html,1987
625,"嵩忠雄 (KASAMI,TADAO )",Fundamental Theory of Computational Algorithms ,計算アルゴリズムの基礎理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/625.html,1987
626,"浦川肇 (URAKAWA,HAJIME )",Topology and Geometry of Harmonic Maps ,極小写像の位相と幾何 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/626.html,1987
627,"和泉澤正隆 (IZUMISAWA,MASATAKA )",Martingale Theory and Related Fields ,Ｍａｒｔｉｎｇａｌｅとその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/627.html,1987
628,"岩永恭雄 (IWANAGA,YASUO )",Representations of Rings and Duality ,環の表現とＤｕａｌｉｔｙ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/628.html,1987
629,"室政和 (MURO,MASAKAZU )",Recent Development of Theory of Prehomogeneous Vector Space ,概均質ベクトル空間の最近の発展 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/629.html,1987
630,"大山豪 (OYAMA,TSUYOSHI )",Group and Algebraic Combinatorial Theory ,群論および代数的組合せ論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/630.html,1987
631,"平松豊一 (HIRAMATSU,TOYOKAZU )",Harmonic Analysis and Number Theory ,調和解析と数論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/631.html,1987
632,"三鳥川寿一 (MIDORIKAWA,HISAICHI )",Geometric Realization of Group Representation ,群の表現の幾何学的実現 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/632.html,1987
633,"荒木捷朗 (ARAKI,SHORO )",Transformation Groups and Whitehead Group ,変換群とＷｈｉｔｅｈｅａｄ群 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/633.html,1987
634,"笹倉頌夫 (SASAKURA,NOBUO )",Problems in the Analytic Varieties and Stratified Spaces ,Ａｎａｌｙｔｉｃ　ＶａｒｉｅｔｉｅｓおよびＳｔｒａｔｉｆｉｅｄ Ｓｐａｃｅｓにおける諸問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/634.html,1987
635,"青木統夫 (AOKI,NOBUO )",Dynamical Systems and Applications ,力学系理論とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/635.html,1987
636,"落合豊行 (OCHIAI,MITSUYUKI )",Problems and Recent Results in Results in Low-Dimensional Topology ,低次元トポロジーの諸問題と最近の成果 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/636.html,1987
637,"神部勉 (KANBE,TSUTOMU )",Dynamic Structure of the Solutions of the Navier-Stokes Equation ,Ｎａｖｉｅｒ−Ｓｔｏｋｅｓ方程式の解の動的構造 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/637.html,1988
638,"小松彦三郎 (KOMATSU,HIKOSABURO )",Developments of Algebraic Analysis ,代数解析学の発展 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/638.html,1988
639,"野口潤次郎 (NOGUCHI,JUNJIRO )",Complex Analysis and Complex Geometry ,複素解析と複素幾何 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/639.html,1988
640,"高崎金久 (TAKASAKI,KANEHISA )",D-Module and Non-Linear Integrable System ,Ｄ加群と非線型可積分系 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/640.html,1988
641,"岩堀長慶 (IWAHORI,NAGAYOSHI )","Combinatorial Theory and Related Topics -Mutual Relation among Commutative Algebra,Algebraic Geometry,Representation Theory of Lie Algebras and Partially Ordered Sets ",組合せ論とその周辺の研究──可換環論・代数幾何・　Ｌｉｅ環の表現論と半順序集合の相互関係── ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/641.html,1988
642,"峰村勝弘 (MINEMURA,KATSUHIRO )",Characteristic Function on a Symmetric Space and Representation of Lie Group ,対称空間上の固有函数とリー群の表現 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/642.html,1988
643,"田中正次 (TANAKA,MASATSUGU )",Numerical Solution of Ordinary Differential Equations ,常微分方程式の数値解法 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/643.html,1988
644,"篠田寿一 (SHINODA,JUICHI )",Foundations of Mathematics and Its Applications ,数学基礎論及びその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/644.html,1988
645,"赤平昌文 (AKAHIRA,MASAFUMI )",Asymptotic Methods of Statistics ,統計の漸近的方法 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/645.html,1988
646,"佐々木建昭 (SASAKI,TATEAKI )",Formula Manipulation and Its Applications to Mathematical Research ,数式処理と数学研究への応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/646.html,1988
647,"高村幸男 (KOMURA,YUKIO )",Nonlinear Evolution Equations and Partial Differential Equations ,非線形発展方程式と偏微分方程式 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/647.html,1988
648,"鳥居達生 (TORII,TATSUO )",Fundamental Numerical Algorithms and Their Software ,数値計算基本アルゴリズムとそのソフトウェアの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/648.html,1988
649,"玉野研一 (TAMANO,KENICHI )","General Topology,Dimension and Set Theory - Unsolved Problems and Applications ",位相．次元．集合＝─＝未解決問題と応用＝─＝ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/649.html,1988
650,"薩摩順吉 (SATSUMA,JUNKICHI )",Toda Lattice and the Related Topics ,戸田格子とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/650.html,1988
651,"境正一郎 (SAKAI,SHOICHIRO )",C*-Algebras and Their Applications ,Ｃ＊代数とその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/651.html,1988
652,"巽友正 (TATSUMI,TOMOMASA )",Singularity and Statistical Theory of Turbulence 2 ,乱流場の特異性と統計理論２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/652.html,1988
653,"安藤毅 (ANDO,TSUYOSHI )",Theory of Operators and Its Vicinity ,作用素論とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/653.html,1988
654,"荷見守助 (HASUMI,MORISUKE )",Function Algebras and Related Topics 2 ,函数環に関連した諸問題２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/654.html,1988
655,"後藤英一 (GOTO,EIICHI )",Mathematical Methods in Software Science and Engineering ,ソフトウェア科学・工学における数理的方法 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/655.html,1988
656,"鵜飼正二, 浅野潔 (UKAI,SEIJI, ASANO,KIYOSHI )",Mathematical Analysis of Fluid and Plasma Dynamics 1 ,流体とプラズマの諸現象の解析 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/656.html,1988
657,"足立恒雄 (ADACHI,NORIO )",Diophantine Problems ,ディオファントス問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/657.html,1988
658,"佐武一郎 (SATAKE,ICHIRO )",Algebraic Number Theory -On Recent Topics- ,代数的整数論−最近の種々の話題について─ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/658.html,1988
659,"加藤久男 (KATO,HISAO )",Study of Shape Theory and Geometric Topology ,Ｓｈａｐｅ理論及びＧｅｏｍｅｔｒｉｃ　Ｔｏｐｏｌｏｇｙの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/659.html,1988
660,"森本光生 (MORIMOTO,MITSUO )",Several Aspects of Algebraic Analysis ,代数解析学の諸相 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/660.html,1988
661,"巽友正 (TATSUMI,TOMOMASA )",Flow Instability and Turbulence ,流れの不安定性と乱流 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/661.html,1988
662,"松本堯生 (MATSUMOTO,TAKAO )",Geometry of Moduli Spaces and 4 Dimensional Manifold 2 ,Ｍｏｄｕｌｉ空間の幾何と４次元多様体２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/662.html,1988
663,"河野實彦 (KONO,MITSUHIKO )",Algebraic Manipulation for Groups and Differential Equations ,群と微分方程式の数式処理システムの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/663.html,1988
664,"尾和重義 (OWA,SHIGEYOSHI )",Study of Convex Functions and Its Applications ,単葉関数と種々の応用についての研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/664.html,1988
665,"後藤金英 (GOTO,KANEFUSA )",Chaos and Three-Dimensional Structure of Disturbances ,乱れの３次元化とカオス ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/665.html,1988
666,"河原康雄 (KAWARA,YASUO )",Studies of Numerical Algorithms and ?? ,計算アルゴリズムと計算量の基礎理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/666.html,1988
667,"柏原正樹 (KASHIWARA,MASAKI )",Introduction to D-Module 1 ,Ｄ−加群概説１ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/667.html,1988
668,"柏原正樹 (KASHIWARA,MASAKI )",Introduction to D-Module 2 ,Ｄ−加群概説２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/668.html,1988
669,"上江洲忠弘 (UESU,TADAHIRO )",Proof Theory in Second-Order Arithmetic ,二階算術の証明論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/669.html,1988
670,"岩堀長慶 (IWAHORI,NAGAYOSHI )","Combinatorial Theory and Related Topics - Mutual Relation among Commutative Algebra,Algebraic Geometry,Representation Theory of Lie Algebras and Partially Ordered Sets ",組合せ論とその周辺の研究──可換環論・代数幾何・Ｌｉｅ環の表現論と半順序集合の相互関係── ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/670.html,1988
671,"木村浩 (KIMURA,HIROSHI )",Algebraic Combinatorial Theory ,代数的組合せ論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/671.html,1988
672,"野田明男 (NODA,AKIO )",Gaussian Random Fields with Reflection Positivity ,ガウス型確率場−確率変分解析及び関連する話題− ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/672.html,1988
673,"山本哲朗 (YAMAMOTO,TETSURO )",Self-Validating Algorithm and Its Applications ,自己検証的算法とその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/673.html,1988
674,"斎藤吉助 (SAITO,KICHISUKE )",On Analyticity in Operator Algebras ,作用素環の解析性についての研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/674.html,1988
675,"河合隆裕 (KAWAI,TAKAHIRO )",A Survey of Algebraical Analysis ,代数解析学の展望 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/675.html,1988
676,"一松信 (HITOTSUMATSU,SHIN )",Fundamental Theory of Numerical Analysis and Its Vicinity ,数値解析の基礎理論とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/676.html,1988
677,"神部勉, 桑原真二 (KANBE,TSUTOMU, KUWABARA,SHINJI )",Dynamical Structure of Solutions of Navier-Stokes Equations/Numerical Solutions of Navier-Stokes Equations ,Ｎａｖｉｅｒ　Ｓｔｏｋｅｓ方程式の解の動的構造／ナビエ・ストークス方程式の数値解 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/677.html,1989
678,"三村昌泰 (MIMURA,MASAYASU )",Mathematical Topics in Biology ,生物学の数学的諸問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/678.html,1989
679,"鈴木貴 (SUZUKI,TAKASHI )",Solutions of Nonlinear Elliptic Equations ,非線形楕円型偏微分方程式の解 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/679.html,1989
680,"安田正実 (YASUDA,MASAMI )",Mathematical Planning and Its Related Fields ,計画数学とその関連分野 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/680.html,1989
681,"河野實彦 (KONO,MITSUHIKO )",Algebraic Manipulation for Differential Equations ,微分方程式の数式処理システムの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/681.html,1989
682,"赤平昌文 (AKAHIRA,MASAFUMI )",Sampling Plans in Statistics ,統計学における標本抽出法 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/682.html,1989
683,"高野恭一 (TAKANO,KYOICHI )",Complex Analysis and Global Analysis -from the View of Differential Equations ,複素解析と大域解析＝微分方程式の視点から＝ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/683.html,1989
684,"薩摩順吉 (SATSUMA,JUNKICHI )",Hirota's Method on Soliton Theory ,ソリトン理論における広田の方法 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/684.html,1989
685,"佐々木建昭 (SASAKI,TATEAKI )",Formula Manipulation and Application of Mathematical Studies ,数式処理と数学研究への応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/685.html,1989
686,"浅野考平 (ASANO,KOHEI )",Topological Graph Theory ,位相幾何学的グラフ理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/686.html,1989
687,"長谷川利治 (HASEGAWA,TOSHIHARU )",Multiple-Valued Logic and Its Application(IV) ,多値論理及びその応用（ＩＶ） ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/687.html,1989
688,"武元英夫 (TAKEMOTO,HIDEO )",Theory of Operator Algebras and Index Theory ,作用素環論と指数理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/688.html,1989
689,"北岡良之 (KITAOKA,YOSHIYUKI )",Number Theory and Automorphic Forms ,整数論と保型形式 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/689.html,1989
690,"塩田昌弘 (SHIOTA,MASAHIRO )",Real Algebraic Geometry ,実代数幾何 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/690.html,1989
691,"山口昌哉 (YAMAGUTI,MASAYA )",Mathematical Foundation for Boundary Element Methods and Related Topics. ,境界要素法の数学的理論とその周辺（Ｉ） ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/691.html,1989
692,"谷島賢二 (YAJIMA,KENJI )",Spectral Scattering Theory for Differential Operators and Related Topics ,微分作用素のスペクトル散乱理論とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/692.html,1989
693,"諏訪立雄 (SUWA,TATSUO )",Research on Complex Analytic Geometry and Related Topics ,複素解析幾何学とその周辺の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/693.html,1989
694,"高崎金久 (TAKASAKI,KANEHISA )",Algebraic Analysis of Nonlinear Integrable Systems ,非線型積分可能系の代数解析学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/694.html,1989
695,"中村昭 (NAKAMURA,AKIRA )",Computational Algorithms and Theory of Computational Complexity ,計算アルゴリズムと計算量の基礎理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/695.html,1989
696,"青木統夫 (AOKI,NOBUO )",The Study of Dynamical Systems ,力学系の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/696.html,1989
697,"伊藤正美 (ITO,MASAMI )",Algebraic Theory of Codes and Related Topics ,代数的コード理論と関連分野 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/697.html,1989
698,"高村幸男 (KOMURA,YUKIO )",Evolution Equations and Their Applications ,発展方程式とその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/698.html,1989
699,"河原田秀夫 (KAWARADA,HIDEO )",The Recent Developments of High Technology and Mathematical Science ,先端技術における数理科学的諸問題の解明 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/699.html,1989
700,"＄カニ＄江幸博 (KANIE,YUKIHIRO )",Representation Theory and its Applications to Physics ,表現論とその物理的応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/700.html,1989
701,"斎藤正彦 (SAITO,MASAHIKO )",The Study of Nonstandard Analysis ,Ｎｏｎｓｔａｎｄａｒｄ　Ａｎａｌｙｓｉｓの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/701.html,1989
702,"三輪哲二 (MIWA,TETSUJI )",Integrable Models in Quantum Field Theory and Statistical Mechanics ,場の量子論における積分モデルと統計力学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/702.html,1989
703,"一松信 (HITOTSUMATSU,SHIN )",Mathematical Theory of Boundary Elements and Its Vicinity 2 ,境界要素法の数学的理論とその周辺（ＩＩ） ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/703.html,1989
